Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
Panoramic Studio Apartment IV near Expo,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,348.0,False,False,79,0.0,4380,0.0,88,46,63,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.94981,55.20386
Lovely one bedroom condo with hotel amenities,Entire condo,entire_home,Dubai,25314,1,2,2,f,,False,True,93,0.0,8736,0.0,122,78,77,11,,,,,,,,24.94983,55.20415
Luxurious 2BR in Business Bay,Entire rental unit,entire_home,Dubai,25314,2,4,4,f,,False,False,103,0.0,3193,0.0,31,26,100,0,,,,,,,,24.9653306252047,55.19121128580909
Alluring 1BR at The Pulse Blvd C3 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,556.0,False,False,104,0.0,5138,0.0,52,41,95,4,3.0,6.0,8.0,9.0,8.0,6.0,6.0,24.941,55.223
Sleek and Modern 3BR Apartment in Dubai South!,Entire rental unit,entire_home,دبي,25314,3,3,6,f,148.0,False,False,147,95.0,23926,0.0,198,126,76,19,4.6,9.0,9.0,10.0,9.0,7.0,9.0,24.94119,55.2241
Premium 2BR Apt in Dubai South!,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,95,0.0,11938,0.0,206,105,61,10,4.5,9.0,10.0,9.0,10.0,8.0,8.0,24.94245,55.22038
Radiant 1BR at The Pulse Boulevard Dubai South,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,108,0.0,4264,0.0,47,33,84,1,,,,,,,,24.942,55.221
Emaar South | New | 2 Bedroom,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,80,0.0,4720,0.0,59,59,100,0,4.0,10.0,10.0,10.0,10.0,6.0,4.0,24.94144,55.22233
Luxurious 1 Bedroom fully furnished near EXPO 2020,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,1.0,False,False,60,41.0,154,0.0,2,1,60,2,,,,,,,,24.94253,55.22244
Luxurious Two Bedrooms apartment with Maid Room,Entire rental unit,entire_home,Dubai,25314,3,4,5,f,13.0,False,True,198,0.0,5277,0.0,65,22,41,5,4.5,9.0,9.0,9.0,9.0,8.0,9.0,24.94372,55.22205
Cozy Apartment for great nights,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,True,1008,0.0,12136,0.0,14,10,86,1,5.0,10.0,10.0,10.0,10.0,9.0,9.0,24.94452,55.22224
Ideal 1BR The Pulse Residence Icon A1 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,556.0,False,False,128,0.0,10125,0.0,113,66,70,3,5.0,8.0,10.0,10.0,10.0,10.0,10.0,24.94457,55.22264
Contemporary 1BR Apartment in Dubai South!,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,58,0.0,4389,0.0,88,63,86,3,,,,,,,,24.943,55.223
Luxe Studio Pulse Residence Icon A2 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,64,0.0,3968,0.0,62,52,100,1,4.3,9.0,9.0,9.0,9.0,7.0,8.0,24.94195,55.22504
Harmonious 1BR in The Pulse Residences Dubai South,Entire rental unit,entire_home,دبي,25314,1,1,3,f,556.0,True,False,106,41.0,9557,0.0,89,83,100,3,2.0,10.0,4.0,8.0,2.0,10.0,6.0,24.945,55.223
Cordial 2BR at The Pulse Residence Dubai South,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,126,0.0,5269,0.0,123,35,34,2,3.6,7.0,7.0,7.0,9.0,7.0,7.0,24.945,55.223
Huge Modern bright place in Dubai Balcony Pool Gym,Entire rental unit,entire_home,Dubai,25314,1,2,5,t,,False,False,68,0.0,1972,0.0,29,25,100,0,,,,,,,,24.94516,55.22403
Stunning 2 Bed in The Pulse B4,Entire rental unit,entire_home,Dubai,25314,2,2,6,f,,False,False,94,0.0,1686,0.0,46,15,39,1,4.9,10.0,10.0,9.0,10.0,8.0,10.0,24.94604,55.22275
Colorful Condo With Wide City Views From Balcony,Entire rental unit,entire_home,Dubai,25314,2,2,6,f,,False,False,99,0.0,3563,0.0,61,30,59,2,,,,,,,,24.946,55.224
BEAUTIFUL APARTMENT STUDIO IN LUXURY BUILDING,Entire condo,entire_home,Dubai,25314,Studio,1,2,f,1.0,False,False,82,54.0,4852,27.2333,213,45,25,9,3.0,6.0,8.0,8.0,10.0,10.0,6.0,24.94643,55.22298
Peaceful Two bed in Dubai South,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,42,0.0,2898,0.0,69,62,100,1,,,,,,,,24.94650792623224,55.22384445570469
Flat for your rest and comfort,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,1.0,False,False,57,0.0,7743,0.0,209,114,65,14,4.5,9.0,8.0,9.0,9.0,8.0,9.0,24.949,55.228
Studio in mag5 boulevard  community ( dubai south),Private room in serviced apartment,private_room,Dubai,25314,1,1,2,f,,False,False,109,0.0,528,0.0,11,4,44,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.94801,55.22865
Charming and Cozy Unit in a Developing Community!,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,556.0,True,False,94,41.0,3894,0.0,109,33,36,5,4.2,7.0,8.0,8.0,7.0,5.0,6.0,24.94838,55.23027
Calm One Bedroom in Dubai South,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,45,0.0,3885,0.0,89,72,97,3,4.0,8.0,8.0,8.0,8.0,9.0,8.0,24.94856,55.23024
Lovely cozy 2 bedrooms,Entire vacation home,entire_home,Dubai,25314,2,2,6,t,1.0,False,False,96,0.0,13611,0.0,278,119,51,17,4.8,10.0,10.0,9.0,10.0,8.0,9.0,24.949,55.23
Lovely 2 bedroom Apartment w pool/gym,Entire condo,entire_home,Dubai,25314,2,3,6,t,,False,False,76,0.0,18739,0.0,268,205,92,21,4.8,10.0,10.0,10.0,10.0,8.0,10.0,24.949,55.23
Modern & Comfy Getaway ~ 5* Location ~ Pool ~ Gym!,Entire rental unit,entire_home,Dubai,25314,1,1,4,t,,False,True,52,0.0,3045,0.0,61,49,96,1,,,,,,,,24.949,55.23
Elegant and cozy 2BRH flat in a quiet area!,Entire condo,entire_home,Dubai,25314,2,2,4,f,1.0,True,True,105,57.0,21101,0.0,248,157,76,23,4.9,10.0,10.0,9.0,10.0,8.0,10.0,24.94762,55.23125
Cozy 1 BDR & Health Club Access,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,78,0.0,5354,0.0,132,57,52,11,4.8,10.0,9.0,10.0,10.0,8.0,10.0,24.9479,55.23063
Welcoming 2BR at MAG 535 Dubai South,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,556.0,True,False,187,60.0,19314,0.0,150,85,68,4,3.8,8.0,9.0,9.0,9.0,6.0,7.0,24.948,55.231
Modern and Luxury Apartment very close to the Expo,Entire condo,entire_home,Dubai,25314,2,1,4,f,1.0,False,False,140,54.0,6597,0.0,53,38,86,4,4.5,10.0,9.0,10.0,10.0,7.0,8.0,24.94764,55.23146
Luxury studio at Dubai South next to EXPO 2020,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,7.0,False,False,54,0.0,392,0.0,33,6,22,0,,,,,,,,24.94831,55.23105
Chic spacious 1 BR apartment in Dubai South.,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,75,0.0,3237,0.0,52,36,83,5,3.4,8.0,9.0,7.0,9.0,7.0,7.0,24.94832,55.23127
Top notch apartment in Dubai,Entire condo,entire_home,Dubai,25314,1,2,4,t,,False,False,95,0.0,4764,0.0,59,42,85,10,4.8,10.0,10.0,10.0,10.0,10.0,9.0,24.949,55.231
Stylish & Cozy 1 Bedroom,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,13.0,True,False,70,68.0,12396,0.0,253,137,65,13,5.0,10.0,10.0,10.0,10.0,9.0,9.0,24.95010745519621,55.22852945667736
Cozy 1-bedroom apartment in Dubai South with Pool,Entire vacation home,entire_home,Dubai,25314,1,1,2,f,1.0,False,False,89,0.0,12149,0.0,187,113,73,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.94954,55.22973
Snug 1BR in MAG 505 Dubai South!,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,556.0,True,False,92,41.0,7128,0.0,88,62,85,6,4.5,9.0,9.0,9.0,8.0,8.0,9.0,24.94969,55.22967
Premium Studio | Few minutes to Expo Site!!,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,136.0,True,False,80,68.0,7491,0.0,86,71,99,8,4.0,10.0,10.0,6.0,10.0,4.0,10.0,24.94946,55.23032
Trendy Studio at MAG 555 Dubai South,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,556.0,True,False,72,30.0,9177,0.0,142,104,88,6,4.8,10.0,10.0,10.0,10.0,7.0,9.0,24.95,55.23
Artistic Boho inspired 1BR in Dubai South!,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,56,0.0,1607,0.0,35,24,82,1,5.0,10.0,10.0,10.0,9.0,10.0,10.0,24.95,55.23
Chic 1BR minutes away to Al Maktoum Airport!,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,62,0.0,1922,0.0,31,27,100,0,4.0,10.0,10.0,10.0,8.0,8.0,8.0,24.95003,55.23003
Cozy modern studio for 3. 14 minutes from DWC,Entire condo,entire_home,Dubai,25314,1,2,3,f,,False,False,42,0.0,1218,0.0,29,28,100,0,4.7,10.0,9.0,9.0,10.0,9.0,9.0,24.95115,55.22934
Classic 1BR at MAG 510 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,78,0.0,5070,0.0,65,60,100,0,,,,,,,,24.95085,55.22977
Comfort & Stylish Studio w/pool,Entire rental unit,entire_home,Dubai,25314,1,1,4,t,,False,True,78,0.0,2418,0.0,31,26,100,1,,,,,,,,24.950851553815003,55.23000607189659
Cozy fully furnished studio,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,38,0.0,1102,0.0,29,28,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.951,55.23
Modern bright Apartment Pool Gym two balconies,Entire rental unit,entire_home,Dubai,25314,2,1,4,t,,False,False,82,0.0,2542,0.0,31,31,100,0,5.0,10.0,10.0,10.0,10.0,9.0,10.0,24.951,55.23
Peaceful 1BR at MAG 505 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,87,0.0,10182,0.0,141,97,83,4,4.5,9.0,8.0,8.0,8.0,6.0,8.0,24.952,55.23
New Furnished Studio,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,61,0.0,146,0.0,6,2,40,1,4.0,10.0,10.0,10.0,10.0,8.0,6.0,24.94976,55.23094
Dubai South,Entire condo,entire_home,Dubai,25314,1,2,2,f,0.0,True,False,681,0.0,817,0.0,2,1,60,2,,,,,,,,24.94997,55.23095
Budget-friendly 2bd near EXPO with a huge pool.,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,17.0,True,False,107,54.0,14178,0.0,256,105,49,14,4.3,10.0,9.0,9.0,9.0,7.0,8.0,24.94989,55.23144
Snug 1BR at MAG 520 Dubai South,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,556.0,False,False,140,0.0,9044,0.0,76,54,85,6,4.0,9.0,9.0,8.0,8.0,7.0,8.0,24.95,55.231
Cozy & Smart Dubai Oasis ~ Pool ~ Gym ~ Chauffeur,Entire rental unit,entire_home,Dubai,25314,1,1,4,t,,False,True,61,0.0,3678,0.0,90,50,67,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.95,55.231
Stylish Two Bedroom Apartment in Dubai South,Entire rental unit,entire_home,دبي,25314,2,1,4,f,,False,False,48,0.0,6539,0.0,139,113,98,6,4.8,9.0,9.0,10.0,9.0,7.0,9.0,24.95025,55.23107
Exceptional fully furnished Studio Apartment,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,1.0,False,False,54,82.0,2708,0.0,124,39,38,2,4.8,10.0,10.0,10.0,10.0,7.0,9.0,24.95117,55.23182
Stylish & Comfy Studio~Pool~Gym!,Entire rental unit,entire_home,Dubai,25314,1,1,4,t,,False,True,78,0.0,385,0.0,38,4,13,2,,,,,,,,24.951457135450017,55.231995999539095
1 BEDROOM FLAT IN DUBAI INVESTMENT PARK TWO,Entire condo,entire_home,Dubai,25314,1,2,3,f,1.0,True,False,530,22.0,680,0.0,2,1,60,2,5.0,10.0,8.0,8.0,10.0,8.0,10.0,24.99068,55.20225
Cozy Villa in Damac 2 Akoya Oxigene dubai,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,4.0,True,True,89,0.0,23842,0.0,301,222,89,16,4.2,9.0,9.0,9.0,10.0,8.0,8.0,24.96246,55.30976
Stunning 4-bedroom townhouse in Townsquare,Entire rental unit,entire_home,Dubai,25314,4,3,7,f,,False,False,207,0.0,6945,0.0,61,28,55,0,4.0,8.0,8.0,9.0,8.0,7.0,8.0,24.99897,55.29039
426 Amazing 1BHK in UNA with Cinema & pool,Entire serviced apartment,entire_home,Dubai,25314,1,1,3,f,,False,True,49,0.0,3952,0.0,109,67,74,4,5.0,10.0,10.0,10.0,10.0,8.0,10.0,24.99917,55.29155
510 Modern apartment in Hayat Townsquare by Nshama,Entire rental unit,entire_home,Dubai,25314,2,2,6,f,,False,True,131,0.0,3930,0.0,30,30,100,0,,,,,,,,24.99961,55.29274
Cozy One Bedroom in Hayat Boulevard Townsquare,Entire rental unit,entire_home,Dubai,25314,1,1,5,f,,False,False,82,0.0,6186,0.0,82,63,92,7,,,,,,,,24.94719,55.34313
419 Luxurious modern Apartment by Nshama,Entire serviced apartment,entire_home,Dubai,25314,1,1,4,f,141.0,False,True,56,0.0,4448,0.0,169,66,47,6,3.5,8.0,7.0,7.0,8.0,9.0,6.0,24.948,55.343
Stylish 2BR Apartement,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,82,0.0,1169,0.0,31,12,46,2,,,,,,,,24.94926762468576,55.3417566254198
Tranquil 3BR Townhouse at Albizia Damac Hills 2,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,False,137,0.0,822,0.0,8,5,75,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.987,55.373
Elegant Luxurious Villa,Entire townhouse,entire_home,Dubai,25314,3,5,6,f,,False,False,248,0.0,35464,0.0,260,120,55,16,4.7,10.0,10.0,9.0,10.0,10.0,10.0,24.987,55.373
Роскошный таунхаус в Дамак Хиллс2,Entire townhouse,entire_home,دبي,25314,3,4,6,f,2.0,True,False,103,0.0,19606,0.0,235,159,81,9,4.5,9.0,9.0,8.0,9.0,8.0,9.0,24.98641,55.37325
Spacious Villa Dubai,Entire villa,entire_home,Dubai,25314,2,3,6,f,,False,False,136,0.0,3773,0.0,38,23,73,1,,,,,,,,24.9867477691676,55.3741808494632
Primestay - Villa Akoya Oxygen,Entire villa,entire_home,Dubai,25314,4,4,8,f,270.0,False,False,123,163.0,2168,0.0,11,11,100,5,2.5,4.0,5.0,6.0,7.0,5.0,5.0,24.98824,55.37356
ASHRI HH Villa in DAMAC Hills 2,Entire home,entire_home,Dubai,25314,3,3,6,f,,False,True,127,0.0,6858,0.0,60,45,90,6,,,,,,,,24.98771780816096,55.374110355339226
HOMEYVILLAS | 3BR Townhouse with open garden,Entire townhouse,entire_home,Dubai,25314,3,2,6,f,,False,True,78,0.0,7642,0.0,101,82,97,8,4.5,10.0,9.0,9.0,10.0,8.0,9.0,24.98858,55.37394
HOMEYVILLAS | 3BR Townhouse for a peaceful stay.,Entire townhouse,entire_home,دبي,25314,3,3,5,f,,False,True,74,0.0,10434,0.0,141,128,100,11,5.0,10.0,10.0,10.0,10.0,9.0,10.0,24.9892,55.37392
Cheerful room in a Villa,Private room in home,private_room,Dubai,25314,3,2,2,f,,False,False,55,0.0,1271,0.0,70,19,33,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.98841,55.37424
Grande Villa for Vacations and Holidays.,Entire villa,entire_home,دبي,25314,3,4,6,f,4.0,True,True,124,0.0,8643,0.0,85,58,82,5,4.8,10.0,10.0,10.0,10.0,8.0,10.0,24.99168,55.37285
Modern Villa in Dubai,Entire villa,entire_home,Dubai,25314,3,3,4,f,,False,True,127,0.0,2885,0.0,32,19,71,1,,2.0,2.0,2.0,2.0,2.0,2.0,24.99131481742981,55.37426750411618
Luxury Converted 3 Bedroom Corner Villa,Entire villa,entire_home,دبي,25314,3,3,6,f,,False,False,123,0.0,4182,0.0,34,29,100,2,5.0,10.0,9.0,10.0,9.0,8.0,9.0,24.99228,55.37402
Delightful 3BR Townhouse at DAMAC Hills 2,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,556.0,True,False,257,105.0,15421,0.0,126,48,46,5,4.0,7.0,8.0,5.0,10.0,6.0,5.0,24.993,55.374
"Flawless 3BR Townhouse at DAMAC Hills 2, Dubailand",Entire townhouse,entire_home,دبي,25314,4,5,7,f,,False,False,176,0.0,11780,0.0,69,56,97,0,,,,,,,,24.993,55.374
Spacious New Build Villa in Residential Community,Entire villa,entire_home,Dubai,25314,4,5,8,f,,False,False,84,0.0,16664,0.0,218,165,91,14,4.2,9.0,8.0,8.0,8.0,8.0,9.0,24.99388,55.37311
Modern Three Bedroom Townhouse in Damac Hills 2,Entire townhouse,entire_home,Dubai,25314,3,4,6,f,,False,False,69,0.0,5244,0.0,76,66,100,2,1.0,2.0,2.0,4.0,2.0,2.0,2.0,24.99413,55.37308
Exclusive Cozy 3 Bedroom Villa with free parking,Entire townhouse,entire_home,Dubai,25314,3,5,6,f,,False,False,289,0.0,7202,0.0,89,21,28,2,,,,,,,,24.99567,55.37435
Furnished by Damac 3BR Villa with Private Garden,Entire villa,entire_home,Dubai,25314,3,5,6,f,,False,False,153,0.0,6120,0.0,80,33,50,5,3.0,6.0,6.0,8.0,7.0,7.0,4.0,24.99619,55.37074
Dubai Dream Villa,Entire home,entire_home,Dubai,25314,3,4,6,f,,False,False,91,0.0,1966,0.0,24,18,90,0,,,,,,,,24.9968,55.37035
Hot Price! 3BR Villa-private patio-Damac Hills 2​,Entire townhouse,entire_home,Dubai,25314,3,4,6,f,22.0,True,False,148,0.0,358,0.0,11,2,22,3,4.8,10.0,10.0,10.0,10.0,9.0,10.0,24.99721,55.37145
Green Home Dubai - Private Room with breakfast,Private room in nature lodge,private_room,Dubai,25314,1,1,2,f,,False,True,32,0.0,5201,0.0,258,136,63,13,5.0,10.0,10.0,9.0,10.0,10.0,10.0,24.98004,55.37928
Primestay - Basswood Akoya Oxygen,Entire villa,entire_home,Dubai,25314,3,3,6,f,270.0,False,False,102,163.0,3932,0.0,75,28,45,3,5.0,9.0,10.0,10.0,10.0,8.0,7.0,24.97981,55.38118
"Cheerful 3BR Townhouse at DAMAC Hills 2, Dubailand",Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,False,160,0.0,20064,0.0,132,105,95,4,4.0,8.0,7.0,8.0,9.0,9.0,7.0,24.98,55.381
Calm place and modern,Private room in home,private_room,Dubai,25314,1,1,1,f,,False,True,38,0.0,1807,0.0,116,40,41,9,,,,,,,,24.98,55.381
Stunning villa in a sub-community Damac hills 2,Entire villa,entire_home,Dubai,25314,3,3,6,t,,False,True,167,0.0,28290,0.0,220,141,77,16,4.8,10.0,10.0,10.0,10.0,10.0,10.0,24.98021,55.38146
Fantastic 3BR Villa - Albizia Damac Hills 2,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,8.0,False,True,113,95.0,33729,0.0,292,204,82,35,4.5,10.0,9.0,9.0,10.0,8.0,9.0,24.98243,55.37647
Exceptional 4bed Villa in a Peaceful Community,Entire villa,entire_home,Dubai,25314,4,3,6,f,,False,False,109,0.0,5232,0.0,48,40,100,4,,,,,,,,24.98434,55.37881
Elegant 3BR Villa with BBQ Area & Private Garden,Entire home,entire_home,Dubai,25314,3,4,6,f,,False,False,158,0.0,7805,0.0,65,41,76,3,,,,,,,,24.98061,55.37948
79 Amazing 3BHK Townhouse Damac2,Entire townhouse,entire_home,Dubai,25314,3,3,5,f,,False,True,136,0.0,163,0.0,2,1,60,0,,,,,,,,24.98138,55.37967
Brand new luxury 3bedroom villa in Damac Hills 2,Entire villa,entire_home,Dubai,25314,3,3,6,t,,False,False,177,0.0,8671,0.0,69,41,71,1,5.0,10.0,10.0,10.0,8.0,8.0,10.0,24.98238,55.38078
Dubai villa-Damac hills 2-private room,Private room in home,private_room,Dubai,25314,1,1,2,f,,False,True,32,0.0,4234,0.0,135,110,98,12,4.5,9.0,10.0,9.0,9.0,9.0,9.0,24.98252,55.37913
Stylish Three Bedroom DAMAC Hills 2,Entire rental unit,entire_home,دبي,25314,3,3,6,f,,False,False,69,0.0,2070,0.0,30,30,100,0,3.0,6.0,6.0,7.0,7.0,8.0,6.0,24.98286,55.37944
Calm Aesthetic 3 Bedroom Villa,Entire villa,entire_home,Dubai,25314,3,3,6,f,,False,True,94,0.0,5358,0.0,57,51,100,3,,2.0,2.0,6.0,2.0,6.0,2.0,24.98333449094915,55.37919583203527
Dubai Villa - Palace of Peace - Damac Hills 2,Entire home,entire_home,Dubai,25314,4,3,8,f,,False,True,136,0.0,14688,0.0,108,99,100,2,,,,,,,,24.98259,55.38023
Dubai villa-Damac hills 2-private room,Private room in home,private_room,Dubai,25314,1,1,2,f,,False,True,30,0.0,3953,0.0,183,110,72,10,4.8,9.0,9.0,10.0,9.0,9.0,10.0,24.98356,55.37931
Opulent 3BR Townhouse at DAMAC Hills 2 Dubailand,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,False,147,0.0,7443,0.0,61,42,83,0,4.0,7.0,9.0,8.0,9.0,7.0,9.0,24.98357,55.37973
Spacious 3-bedroom Townhouse with a big terrace.,Entire townhouse,entire_home,Dubai,25314,3,3,5,f,,False,True,85,0.0,8075,0.0,95,92,100,9,4.8,10.0,10.0,10.0,10.0,10.0,10.0,24.9838,55.37972
Dubai villa-Damac hills 2-private room,Private room in home,private_room,Dubai,25314,1,2,2,f,,False,True,37,0.0,1698,0.0,85,38,54,7,3.9,8.0,8.0,7.0,9.0,7.0,7.0,24.98399,55.37928
Stunning Three Bedroom Villa in Damac Hills 2,Entire home,entire_home,Dubai,25314,3,3,5,f,,False,False,56,0.0,3763,0.0,70,56,96,0,3.4,8.0,8.0,7.0,9.0,8.0,7.0,24.98423,55.37934
Brand New 3BR Townhouse with Pvt Jacuzzi!,Entire vacation home,entire_home,Dubai,25314,3,3,6,f,136.0,False,True,132,0.0,28781,0.0,276,182,79,18,3.6,8.0,9.0,9.0,7.0,8.0,7.0,24.98429,55.37964
3BHK Town House,Entire villa,entire_home,Dubai,25314,3,3,6,f,,False,False,91,0.0,1747,0.0,30,16,64,2,4.5,10.0,8.0,9.0,8.0,8.0,8.0,24.981,55.383
Pleasant 3BR Townhouse at DAMAC Hills 2 Dubailand,Entire townhouse,entire_home,Dubai,25314,3,3,7,f,,False,False,176,0.0,14379,0.0,86,68,95,2,,,,,,,,24.981,55.383
Calm 3BR Townhouse at Damac Hills 2 Dubailand,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,556.0,True,False,226,105.0,23706,0.0,154,85,66,7,3.0,6.0,7.0,8.0,7.0,5.0,6.0,24.98451,55.37581
Brand New 3BHK Villa in Damac Hills,Entire serviced apartment,entire_home,Dubai,25314,3,3,6,t,,False,False,200,0.0,9900,0.0,90,41,55,3,,,,,,,,24.98606,55.37829
437 Modern 3BHK TownHouse with small garden area,Entire townhouse,entire_home,Dubai,25314,3,2,7,f,,False,True,76,0.0,283,0.0,31,3,12,0,4.0,8.0,9.0,9.0,7.0,5.0,9.0,24.98706,55.37541
Nazari Guest House,Entire home,entire_home,Dubai,25314,3,3,8,f,,False,True,105,0.0,6405,0.0,61,56,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.98709,55.37576
Letstay at Centaury Townhouse Damac Hills 2,Entire townhouse,entire_home,Dubai,25314,3,4,7,f,,False,False,289,0.0,7664,0.0,78,22,34,4,,,,,,,,24.98731,55.37567
Bright Studio next to Waterpark,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,58,0.0,4083,0.0,88,59,80,4,,,,,,,,24.988,55.375
Lavish 3 Bedroom Villa,Entire home,entire_home,Dubai,25314,3,3,6,f,,False,True,112,0.0,3472,0.0,31,27,100,1,5.0,10.0,9.0,9.0,10.0,10.0,9.0,24.98447912775616,55.37962591607865
Charismatic 3BR Townhouse DAMAC Hills 2 Dubailand,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,556.0,False,False,207,0.0,33627,0.0,171,135,95,6,3.6,7.0,7.0,8.0,10.0,7.0,7.0,24.98534,55.37956
Lovely one bed room in very beautiful community.,Entire rental unit,entire_home,Dubai,25314,1,3,4,f,,False,False,82,0.0,98,0.0,2,1,60,0,,,,,,,,24.98997,55.37599
Damac Hills Townhouse,Entire townhouse,entire_home,Dubai,25314,3,3,7,f,,False,True,76,0.0,7448,0.0,98,83,100,1,4.7,9.0,9.0,9.0,9.0,9.0,9.0,24.99038,55.37682
Smart Living Villa,Entire villa,entire_home,دبي,25314,3,5,7,f,1.0,False,False,360,0.0,20851,0.0,181,49,32,10,4.5,10.0,10.0,10.0,10.0,9.0,9.0,24.99086,55.37766
تاون هاوس,Entire townhouse,entire_home,Dubai,25314,3,3,4,f,,False,True,234,0.0,7722,0.0,33,29,100,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.99069,55.37855
"Affluent 3BR Townhouse at DAMAC Hills 2, Dubailand",Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,False,172,0.0,25681,0.0,189,125,79,4,4.2,9.0,9.0,8.0,9.0,9.0,8.0,24.992,55.378
Peaceful Master Bedroom with Ensuite,Private room in villa,private_room,Dubai,25314,1,1,1,f,,False,False,41,0.0,643,0.0,32,13,49,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,24.992,55.379
Magnificent 3BR Townhouse @DAMAC Hills 2 Dubailand,Entire townhouse,entire_home,دبي,25314,3,3,7,f,,False,False,152,0.0,5083,0.0,38,28,88,0,,,,,,,,24.99,55.388
HOMEYVILLAS | 3 BR Townhouse for a relaxing stay,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,True,72,0.0,12701,0.0,210,147,84,8,4.5,10.0,9.0,9.0,10.0,9.0,8.0,24.99223,55.37843
Corner Villa with Amazing view,Entire townhouse,entire_home,Dubai,25314,3,3,6,f,,False,True,110,0.0,145,0.0,33,1,4,2,4.3,10.0,8.0,7.0,10.0,7.0,9.0,24.993,55.378
Damac Hills 2,Entire home,entire_home,دبي,25314,3,3,5,f,,False,False,109,0.0,4312,0.0,46,33,86,0,,,,,,,,24.99559,55.37938
Serviced 3 bedroom townhouse,Entire rental unit,entire_home,دبي,25314,3,3,6,f,,False,False,204,0.0,13962,0.0,118,57,58,5,,,,,,,,24.99544,55.38039
Extensive 3BR Townhouse at Janusia Damac Hills 2,Entire townhouse,entire_home,دبي,25314,3,4,6,f,556.0,True,False,219,105.0,12914,0.0,79,47,71,6,4.7,9.0,9.0,8.0,10.0,9.0,9.0,24.996,55.38
